period,branch_id,indicator_key,raw_value,log_value,score,weighted_score,indicator_rank
1404-04,101,avg_deposits,43914706149139.99,31.413270371920145,759.9674518343115,379.98372591715577,3
1404-04,102,avg_deposits,54692261434181.13,31.632743342481383,812.200458385167,406.1002291925835,2
1404-04,103,avg_deposits,15115661113163.514,30.34675248208301,506.1437769461815,253.07188847309075,49
1404-04,104,avg_deposits,14389435537111.031,30.297515410006486,494.4257038652854,247.2128519326427,52
1404-04,105,avg_deposits,28650133659547.074,30.986179224333146,658.3227953070074,329.1613976535037,10
1404-04,106,avg_deposits,13846459944158.623,30.25905071619106,485.27138021941624,242.63569010970812,55
1404-04,107,avg_deposits,11899344303581.234,30.107504413988632,449.20443778247227,224.60221889123613,69
1404-04,108,avg_deposits,19377069085455.168,30.595111476973567,565.251451909112,282.625725954556,28
1404-04,109,avg_deposits,7286772629978.086,29.617081851986228,332.48735490774334,166.24367745387167,110
1404-04,110,avg_deposits,26078539764653.668,30.8921338608004,635.9406674444199,317.97033372220994,12
1404-04,111,avg_deposits,33570044477152.44,31.144655251827373,696.0389630933722,348.0194815466861,7
1404-04,112,avg_deposits,19356834942165.31,30.594066700019713,565.0028024224107,282.50140121120535,29
1404-04,114,avg_deposits,21786474723870.8,30.712310467669575,593.1439784153321,296.57198920766604,19
1404-04,115,avg_deposits,24943140668154.797,30.847619977207778,625.3466796410395,312.67333982051974,13
1404-04,116,avg_deposits,19139680435453.797,30.582784805651738,562.3177917765821,281.15889588829106,31
1404-04,117,avg_deposits,41905998969410.88,31.36645010610261,748.8245614596735,374.41228072983677,4
1404-04,118,avg_deposits,7355598241709.874,29.6264828047722,334.72471483046263,167.36235741523132,109
1404-04,119,avg_deposits,12554455669730.623,30.16109675194163,461.95903317622987,230.97951658811493,60
1404-04,120,avg_deposits,1809797778244.3835,28.224236230238304,1.0,0.5,223
1404-04,121,avg_deposits,5570076057506.795,29.34842982462331,268.5500824989181,134.27504124945904,137
1404-04,122,avg_deposits,12284237757242.852,30.139338073354324,456.78062237565393,228.39031118782697,63
1404-04,123,avg_deposits,32424235126539.645,31.10992725684869,687.7739472028912,343.8869736014456,9
1404-04,124,avg_deposits,10542548055890.623,29.986440380858053,420.39205865709766,210.19602932854883,79
1404-04,125,avg_deposits,9569587711556.943,29.889611239123475,397.34741137500924,198.67370568750462,88
1404-04,126,avg_deposits,16747950185987.166,30.449296989755023,530.5486406853912,265.2743203426956,39
1404-04,127,avg_deposits,15434164622440.3,30.367604650127195,511.1064446827427,255.55322234137134,48
1404-04,128,avg_deposits,7580487493047.198,29.656598626581875,341.8920662990588,170.9460331495294,106
1404-04,129,avg_deposits,10221380988788.584,29.955502817680053,413.02913858538386,206.51456929269193,83
1404-04,130,avg_deposits,11827643689727.35,30.1014605931607,447.766051396712,223.883025698356,70
1404-04,132,avg_deposits,8079433597441.253,29.720342886678026,357.06274698318725,178.53137349159363,100
1404-04,133,avg_deposits,14072487343334.443,30.275242754894276,489.12497030613196,244.56248515306598,54
1404-04,134,avg_deposits,12619646174232.451,30.166275935741556,463.1916420968535,231.59582104842676,59
1404-04,135,avg_deposits,12785965151985.19,30.179369212787293,466.3077489411417,233.15387447057086,58
1404-04,136,avg_deposits,10428860545902.102,29.975598131217083,417.81168033044287,208.90584016522143,81
1404-04,140,avg_deposits,8887450299882.572,29.815661318905402,379.7478561436369,189.87392807181845,94
1404-04,141,avg_deposits,10471250055024.814,29.97965452766937,418.7770738452953,209.38853692264766,80
1404-04,142,avg_deposits,36103896087663.13,31.217421900309958,713.3569080647059,356.67845403235293,5
1404-04,143,avg_deposits,10717833933044.377,30.002930192670064,424.3165166265534,212.1582583132767,77
1404-04,145,avg_deposits,3631834044996.684,28.92075888316708,166.76743915304453,83.38371957652227,183
1404-04,146,avg_deposits,11544800804406.676,30.077256304745333,442.0056028452315,221.00280142261576,71
1404-04,147,avg_deposits,120399996537511.31,32.42184062004507,1000.0,500.0,1
1404-04,148,avg_deposits,6827922751298.048,29.55204160727874,317.0082391005071,158.50411955025356,116
1404-04,149,avg_deposits,9160799863364.8,29.845954612130445,386.95744454727657,193.47872227363828,93
1404-04,150,avg_deposits,16889009409550.877,30.45768419550503,532.5447360212463,266.27236801062315,38
1404-04,151,avg_deposits,11133338344715.688,30.040965177367244,433.36857255749175,216.68428627874587,74
1404-04,152,avg_deposits,24389379392932.586,30.82516888268847,620.0034787716928,310.0017393858464,16
1404-04,153,avg_deposits,11270313790551.002,30.05319328658748,436.2787756106139,218.13938780530694,73
1404-04,154,avg_deposits,6921923035875.851,29.56571474231029,320.26234802265594,160.13117401132797,114
1404-04,155,avg_deposits,20738862707968.48,30.663030481545082,581.415692096136,290.707846048068,22
1404-04,156,avg_deposits,17428766820122.648,30.48914322253435,540.0317607819895,270.01588039099477,37
1404-04,157,avg_deposits,12918921493604.984,30.189714135071622,468.7697668928907,234.38488344644534,57
1404-04,159,avg_deposits,7705356056424.579,29.67293679471996,345.7804341522993,172.89021707614964,101
1404-04,160,avg_deposits,5303832052162.917,29.299450703937463,256.8934000149804,128.4467000074902,145
1404-04,161,avg_deposits,13165261469531.115,30.208602769639118,473.26512762263235,236.63256381131617,56
1404-04,162,avg_deposits,20707834920214.94,30.66153324314852,581.05936000305,290.529680001525,24
1404-04,163,avg_deposits,18698790745052.19,30.559479971658213,556.7714069824203,278.38570349121017,33
1404-04,164,avg_deposits,15834132154658.115,30.39318898890159,517.1953354075773,258.59766770378866,45
1404-04,167,avg_deposits,24494813757771.234,30.82948252771491,621.0300956181677,310.51504780908385,15
1404-04,168,avg_deposits,24699621978596.785,30.837809054935153,623.0117498953606,311.5058749476803,14
1404-04,169,avg_deposits,9669780416715.465,29.90002671745407,399.82622116411966,199.91311058205983,86
1404-04,170,avg_deposits,32452267386550.934,31.110791429874975,687.979614238917,343.9898071194585,8
1404-04,171,avg_deposits,6794919578900.109,29.547196328126976,315.8550971120994,157.9275485560497,117
1404-04,172,avg_deposits,22155539679275.93,30.729108679537525,597.1418334053911,298.57091670269557,18
1404-04,173,avg_deposits,20725665702684.98,30.66239393719091,581.264199065644,290.632099532822,23
1404-04,174,avg_deposits,12375601243108.293,30.146748008504836,458.5441342571781,229.27206712858904,62
1404-04,175,avg_deposits,16076544420290.35,30.408382457349607,520.8112728733443,260.4056364366721,44
1404-04,176,avg_deposits,14309548643023.076,30.291948167631478,493.1007397628705,246.55036988143524,53
1404-04,177,avg_deposits,18161737080635.414,30.53033813874719,549.8358579466876,274.9179289733438,35
1404-04,178,avg_deposits,19508250442913.355,30.60185859165347,566.8572172312541,283.42860861562707,26
1404-04,179,avg_deposits,5357557552076.042,29.30952930657467,259.29203578423494,129.64601789211747,143
1404-04,180,avg_deposits,7678177136431.531,29.669403282888666,344.9394834595581,172.46974172977906,103
1404-04,181,avg_deposits,16533787045255.691,30.43642710286822,527.4856991106351,263.74284955531755,40
1404-04,184,avg_deposits,8754063173155.724,29.800539071161587,376.14886869909446,188.07443434954723,95
1404-04,187,avg_deposits,6441034702723.204,29.493710311263946,303.1258053818164,151.5629026909082,124
1404-04,188,avg_deposits,22833961445494.18,30.759270080712096,604.3200324387648,302.1600162193824,17
1404-04,190,avg_deposits,5831865459062.309,29.394358040935213,279.4806714336471,139.74033571682355,133
1404-04,201,avg_deposits,12199090926927.367,30.13238255070524,455.1252574386182,227.5626287193091,64
1404-04,202,avg_deposits,20797638402043.41,30.665860557826605,582.0892301294264,291.0446150647132,21
1404-04,205,avg_deposits,19487424872222.77,30.60079049512727,566.6030178521356,283.3015089260678,27
1404-04,206,avg_deposits,14885954522342.809,30.331439234799383,502.4993329691619,251.24966648458096,50
1404-04,207,avg_deposits,16401254204965.094,30.428378923747132,525.5702897019996,262.7851448509998,42
1404-04,209,avg_deposits,6113152094192.347,29.44146364711603,290.69147078598985,145.34573539299492,127
1404-04,210,avg_deposits,17890239425809.332,30.515276396579875,546.2512703991601,273.1256351995801,36
1404-04,211,avg_deposits,10873914181212.41,30.017387842512747,427.75733449588694,213.87866724794347,75
1404-04,212,avg_deposits,18861535164420.586,30.568145787722692,558.8338095922129,279.41690479610645,32
1404-04,213,avg_deposits,16483665367322.99,30.433391028745532,526.763135055783,263.3815675278915,41
1404-04,214,avg_deposits,33854426863013.99,31.153090885554786,698.0465839435288,349.0232919717644,6
1404-04,215,avg_deposits,21130191507571.24,30.68172401081749,585.8646191528364,292.9323095764182,20
1404-04,216,avg_deposits,10338129764888.871,29.96686009484744,415.73208980150434,207.86604490075217,82
1404-04,217,avg_deposits,15809865883953.24,30.3916552841256,516.8303245754627,258.41516228773133,46
1404-04,219,avg_deposits,11325151567440.377,30.05804717064662,437.4339655057973,218.71698275289864,72
1404-04,221,avg_deposits,19148267145933.062,30.583233338997903,562.4245395239182,281.2122697619591,30
1404-04,1001,avg_deposits,15671312825077.46,30.382852948307175,514.7354312348797,257.36771561743984,47
1404-04,1002,avg_deposits,3633708924058.219,28.921274984747136,166.89026765963973,83.44513382981987,182
1404-04,1003,avg_deposits,4380137888855.219,29.108101321295393,211.3536074314712,105.6768037157356,166
1404-04,1004,avg_deposits,2538178314902.8267,28.562467740792098,81.49669470133047,40.748347350665235,214
1404-04,1006,avg_deposits,4274141514746.248,29.083604382887387,205.5235102624702,102.7617551312351,170
1404-04,1008,avg_deposits,5482679244387.994,29.332615010619023,264.7862692084975,132.39313460424876,141
1404-04,1021,avg_deposits,5157432162761.656,29.271459928681253,250.2317945171261,125.11589725856305,148
1404-04,1031,avg_deposits,3108435047000.4976,28.76514051515086,129.73137400461889,64.86568700230944,198
1404-04,1041,avg_deposits,2636953498927.7734,28.600645389063356,90.5827035485679,45.29135177428395,211
1404-04,1101,avg_deposits,4942474762429.354,29.228887285742505,240.09980818723602,120.04990409361801,152
1404-04,1102,avg_deposits,6791754430085.247,29.54673040852516,315.7442115595342,157.8721057797671,119
1404-04,1121,avg_deposits,2858687405362.735,28.681383686237382,109.79784423040931,54.898922115204655,206
1404-04,1131,avg_deposits,4406942043295.937,29.114202150646086,212.80556144032025,106.40278072016012,164
1404-04,1141,avg_deposits,4717005901218.332,29.182195371283385,228.987464523328,114.493732261664,157
1404-04,1202,avg_deposits,4081672358106.664,29.037527912055022,194.55763780595436,97.27881890297718,175
1404-04,1301,avg_deposits,28064153116576.42,30.965514188081823,653.4046636066491,326.70233180332457,11
1404-04,1302,avg_deposits,7600554531213.644,29.65924232519255,342.5212477718242,171.2606238859121,105
1404-04,1303,avg_deposits,9369153245096.725,29.86844383937582,392.3097207343056,196.1548603671528,91
1404-04,1304,avg_deposits,7263173244929.355,29.61383793534952,331.7153258123045,165.85766290615226,111
1404-04,1308,avg_deposits,4646269209519.024,29.167085692963106,225.39146851221903,112.69573425610952,160
1404-04,1309,avg_deposits,5933612215095.148,29.41165428599819,283.5970547831291,141.79852739156456,130
1404-04,1310,avg_deposits,3265842070662.223,28.814538753723827,141.48780356578214,70.74390178289107,194
1404-04,1321,avg_deposits,2830333461737.613,28.671415651645212,107.42552286974005,53.712761434870025,207
1404-04,1331,avg_deposits,2521668655499.3667,28.555941963198542,79.94360603204257,39.97180301602128,215
1404-04,1351,avg_deposits,4395952308535.687,29.111705303579566,212.211329590956,106.105664795478,165
1404-04,1361,avg_deposits,3434486177087.004,28.864888445869,153.47067231233936,76.73533615616968,189
1404-04,1371,avg_deposits,3613507534812.9824,28.915700032851714,165.5634687461806,82.7817343730903,184
1404-04,1381,avg_deposits,5980885704078.82,29.419589783973866,285.48564688031473,142.74282344015737,129
1404-04,1391,avg_deposits,2644536036881.5337,28.60351675446587,91.26606809909003,45.63303404954502,210
1404-04,1401,avg_deposits,3263614472032.625,28.813856430868483,141.32541557749443,70.66270778874721,195
1404-04,1501,avg_deposits,4944584683576.58,29.229314090333048,240.2013846452242,120.1006923226121,151
1404-04,1502,avg_deposits,4735219740546.341,29.186049249208335,229.90466006857142,114.95233003428571,155
1404-04,1521,avg_deposits,3337426540638.838,28.836221129117508,146.64805474878708,73.32402737439354,193
1404-04,1531,avg_deposits,6474582885309.683,29.498905302182102,304.3621762841912,152.1810881420956,123
1404-04,1601,avg_deposits,9988564445262.965,29.932461999090517,407.54558758023404,203.77279379011702,84
1404-04,1602,avg_deposits,14406712585851.75,30.29871536569084,494.7112847865316,247.3556423932658,51
1404-04,1604,avg_deposits,8395528930524.505,29.758720409896224,366.1963246466948,183.0981623233474,99
1404-04,1621,avg_deposits,12137856166494.107,30.127350293419894,453.92761598382333,226.96380799191166,66
1404-04,1631,avg_deposits,9462475078742.889,29.878355101002402,394.6685305328178,197.3342652664089,89
1404-04,1701,avg_deposits,2878651728155.645,28.688343150514395,111.45414724686782,55.72707362343391,205
1404-04,1801,avg_deposits,8485375609739.129,29.769365281135272,368.7297283170437,184.36486415852184,96
1404-04,1802,avg_deposits,9387821238973.035,29.870434352297394,392.78344865718464,196.39172432859232,90
1404-04,1803,avg_deposits,5090252273575.387,29.258348507851476,247.11136958123788,123.55568479061894,149
1404-04,1804,avg_deposits,12413187421794.258,30.14978052517986,459.2658516647798,229.6329258323899,61
1404-04,1805,avg_deposits,6691686055211.825,29.53188698450568,312.2115821789592,156.1057910894796,120
1404-04,1807,avg_deposits,3190377158196.961,28.791160257146537,135.92388760042164,67.96194380021082,197
1404-04,1808,avg_deposits,6520829831127.27,29.506022758481297,306.0560802786129,153.02804013930646,122
1404-04,1821,avg_deposits,3850539082188.811,28.97923427577417,180.6841668361827,90.34208341809135,178
1404-04,1831,avg_deposits,8480203968723.698,29.768755618358743,368.5846329109039,184.29231645545195,97
1404-04,1841,avg_deposits,2507215645135.073,28.55019394861169,78.57561942849065,39.28780971424533,216
1404-04,1901,avg_deposits,12027966969022.584,30.118255634877432,451.7631519133209,225.88157595666044,68
1404-04,1902,avg_deposits,10697337464621.438,30.001015991349806,423.86095032221533,211.93047516110767,78
1404-04,1904,avg_deposits,2606983894252.2563,28.58921507297562,87.86236958870795,43.931184794353975,212
1404-04,1905,avg_deposits,5347486178935.989,29.30764769331562,258.8442252067644,129.4221126033822,144
1404-04,1906,avg_deposits,4352578075185.94,29.101789446437508,209.85142609243408,104.92571304621704,168
1404-04,1921,avg_deposits,4695852305624.944,29.177700746857948,227.9177758666468,113.9588879333234,158
1404-04,1931,avg_deposits,3214100174515.4297,28.79856855093377,137.68700884915515,68.84350442457757,196
1404-04,1951,avg_deposits,3685033231551.1465,28.93530065958947,170.22827855021248,85.11413927510624,180
1404-04,2001,avg_deposits,4719805863717.732,29.182788784112063,229.1286925574155,114.56434627870775,156
1404-04,2021,avg_deposits,3460152270012.5586,28.87233371270427,155.2425928836289,77.62129644181445,188
1404-04,2101,avg_deposits,2381277334163.845,28.49865815466991,66.31046688747051,33.155233443735256,219
